exporter_name,exporter_key,exporterLAT,exporterLONG,hazWasteDesc,DOT/UN ID Code,DOT/UN ID Code description,DOT Packing Group,totalQuantityinShipment,units_final,ReceivingFacilityEPAIDNumber,importer_name,latitude,longitude,
KEY AUTOMOTIVE ACCESSORIES DE MEXICO SA DE CV,E25A2153,25.663857,-97.82153,"WASTE FLAMMABLE LIQUID, NOS (ACETONE, XYLENE)",UN1993,"Flammable liquids, n.o.s.",II,5270,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
CRITERION CATALYSTS AND TECHNOLOGIES,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,16351.9916,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
CRITERION CATALYSTS AND TECHNOLOGIES,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,10366.39157,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
CRITERION CATALYSTS AND TECHNOLOGIES,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15621.70848,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
CRITERION CATALYSTS AND TECHNOLOGIES,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,16478.99736,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
CRITERION CATALYSTS AND TECHNOLOGIES,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15316.44106,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
NEWGRADE ENERGY INC. C/O CONSUMERS COOPERATIVE,E50A9917,50.4821234,-104.5749917,"SELF HEATING SOLID, INORGANIC NOS (CATALYST CONTAINING IRON SULPHIDE)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,19731.252,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
NEWGRADE ENERGY INC. C/O CONSUMERS COOPERATIVE,E50A9917,50.4821234,-104.5749917,"SELF HEATING SOLID, INORGANIC NOS (CATALYST CONTAINING IRON SULPHIDE)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,18243.47024,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
NEWGRADE ENERGY INC. C/O CONSUMERS COOPERATIVE,E50A9917,50.4821234,-104.5749917,"SELF HEATING SOLID, INORGANIC NOS (CATALYST CONTAINING IRON SULPHIDE)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,16628.68272,kilograms,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,28.9548016,-95.3383865,
INDUSTRIES IRVIN DE MEXICO S.A. DE C.V.,E29A5312,29.33128,-100.95312,WASTE AEROSOLS FLAMMABLE NOS,UN1950,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",,23.4,kilograms,TXD069452340,US ECOLOGY TEXAS,27.7309493,-97.6520741,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (LEAD)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,98,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (ETHANOL, METHANOL)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,67,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (LEAD, MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,4,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (LEAD, MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,295,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE CORROSIVE LIQUIDS, NOS (SODIUM HYDROXIDE, POTASSIUM HYDROXIDE)",UN1760,"Corrosive liquids, n.o.s.",II,20,liters,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (LEAD, MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,18,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES SOLID, NOS (LEAD)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,4053,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
APARATOS ELECTRICOS DE ACUNA,E29A5312,29.33128,-100.95312,"WASTE FLAMMABLE LIQUID, NOS (FLUX WITH ISOPROPYL ALCOHOL)",UN1993,"Flammable liquids, n.o.s.",II,20,liters,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19720,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20480,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20440,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20380,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20400,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19360,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20740,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20420,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19920,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,18800,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20270,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20240,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19700,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19240,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20300,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19900,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20380,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19700,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19960,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19980,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20160,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20400,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20540,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19500,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20460,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19360,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19400,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19140,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20340,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20400,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19520,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20620,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20420,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20640,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20260,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19960,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19580,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19060,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19540,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20000,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19100,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20220,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20280,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19340,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20000,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20220,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20120,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,19940,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
COMPLEJO PETROQUIMICO PAJARITOS,E18A3453,18.1258,-94.43453,"DICHLOROETHYLENE, TRICHLOROETHYLENE",UN2929,"Toxic liquids, flammable, organic, n.o.s.",II,20140,kilograms,TXD055141378,CLEAN HARBORS INC,29.6941654,-95.0923502,
