Year,exporter_key,exporter_name,exporterLAT,exporterLONG,fullDescription,un,hazWasteDesc,packingGroup,totalQuantityinShipment,units_final,latitude,longitude,ReceivingFacilityEPAIDNumber,importer_name
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,70459.6205,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75318.9516,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76779.06425,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,68999.50786,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71499.25337,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,74559.185,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75519.43926,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78319.00909,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72359.2638,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,63879.36136,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69819.60219,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73039.19821,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72179.18778,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,70059.55236,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,70279.09089,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76039.2557,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,67379.27723,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72519.38178,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,59819.25937,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,74379.56257,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71059.26913,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,70699.11708,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73879.25059,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,79499.25547,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,67647.3501,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,80058.988,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71699.28744,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71519.21142,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77479.4103,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76399.40774,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75772.09001,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73259.19033,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76658.86237,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75979.38155,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73459.2244,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77419.08256,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72999.28211,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75318.9516,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72179.18778,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72999.28211,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69799.19055,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71179.01742,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72780.65077,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71108.71066,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,70459.6205,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75318.9516,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76779.06425,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,83719.02185,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77359.20842,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71392.20566,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69439.0385,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71539.16946,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78319.00909,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,79779.12174,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75422.82417,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,67259.07535,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69898.98079,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,65299.55791,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71119.59686,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75545.7476,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73359.43416,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78558.95926,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72219.10387,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,68198.91798,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69619.11453,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77179.13239,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,66881.68681,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,70259.13284,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75619.2295,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76178.96203,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75859.17967,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73919.16669,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,74918.88346,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75239.11941,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69099.2981,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71739.20354,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,66519.2668,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76959.14027,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73739.09066,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,74278.86514,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,71879.36346,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,68559.07002,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,64319.3456,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,65239.23018,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,63599.0415,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,82979.2133,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78410.18108,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,80798.79655,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,67199.20121,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73219.27423,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,66639.46868,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
2011,E51A7093,SHELL CANADA LIMITED,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,69819.1486,kg,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM
